,x_coor,y_coor,stop_name,get_on,time_to_school,z
422,19.044327,47.514439,Margitsziget / Margit híd,7:13:00,37,1901.6869461684246
423,19.048841,47.512847,Jászai Mari tér,7:15:00,35,2005.3507130721139
424,19.056659,47.509896,Nyugati pályaudvar M,7:17:00,33,2199.4787154549113
425,19.062871,47.505561,Oktogon M,7:19:00,31,2491.3572180207548
426,19.066202,47.502781,Király utca / Erzsébet körút,7:20:00,30,2701.221274644985
427,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:21:00,29,2949.253383252755
428,19.070672,47.496224,Blaha Lujza tér M,7:23:00,27,3337.3084876764874
429,19.071016,47.492383,Rákóczi tér M,7:24:00,26,3905.118305708087
430,19.070589,47.489559,Harminckettesek tere,7:26:00,24,4490.765725974539
431,19.070057,47.486186,Corvin-negyed M,7:28:00,22,5453.418447235864
432,19.068463,47.482184,Mester utca / Ferenc körút,7:29:00,21,7457.163565578666
433,19.066075,47.480125,Boráros tér H,7:30:00,20,9771.97654234749
434,19.058963,47.476672,"Petőfi híd, budai hídfő",7:32:00,18,20869.00828653729
435,19.053457,47.476025,Budafoki út / Karinthy Frigyes út,7:34:00,16,14853.287243641678
436,19.048349,47.477499,Móricz Zsigmond körtér M,7:36:00,14,8868.936992058498
437,19.048349,47.477499,Móricz Zsigmond körtér M,7:44:00,6,8868.936992058498
438,19.054107,47.475827,Budafoki út / Karinthy Frigyes út,7:46:00,4,16250.350214447495
439,19.059586,47.476933,"Petőfi híd, budai hídfő",7:47:00,3,19842.870460745202
440,19.066698,47.480376,Boráros tér H,7:49:00,1,9295.32087855548
456,19.025186,47.507232,Széll Kálmán tér M,7:09:00,41,1957.0063010737294
457,19.027323,47.508483,Széna tér,7:10:00,40,1945.1758708650532
458,19.032114,47.510939,Mechwart liget,7:11:00,39,1919.4455806192589
459,19.038897,47.514546,"Margit híd, budai hídfő H",7:14:00,36,1851.7133534841291
460,19.044327,47.514439,Margitsziget / Margit híd,7:15:00,35,1901.6869461684246
461,19.048841,47.512847,Jászai Mari tér,7:17:00,33,2005.3507130721139
462,19.056659,47.509896,Nyugati pályaudvar M,7:19:00,31,2199.4787154549113
463,19.062871,47.505561,Oktogon M,7:21:00,29,2491.3572180207548
464,19.066202,47.502781,Király utca / Erzsébet körút,7:22:00,28,2701.221274644985
465,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:23:00,27,2949.253383252755
466,19.070672,47.496224,Blaha Lujza tér M,7:25:00,25,3337.3084876764874
467,19.071016,47.492383,Rákóczi tér M,7:26:00,24,3905.118305708087
468,19.070589,47.489559,Harminckettesek tere,7:28:00,22,4490.765725974539
469,19.070057,47.486186,Corvin-negyed M,7:30:00,20,5453.418447235864
470,19.068463,47.482184,Mester utca / Ferenc körút,7:31:00,19,7457.163565578666
471,19.066075,47.480125,Boráros tér H,7:32:00,18,9771.97654234749
472,19.058963,47.476672,"Petőfi híd, budai hídfő",7:34:00,16,20869.00828653729
473,19.052807,47.473677,Budafoki út / Szerémi sor,7:36:00,14,16373.772002335243
474,19.046863,47.474045,Újbuda-központ M,7:38:00,12,9047.493097118766
475,19.046863,47.474045,Újbuda-központ M,7:46:00,4,9047.493097118766
476,19.053736,47.474091,Budafoki út / Szerémi sor,7:48:00,2,18281.29510433255
477,19.059586,47.476933,"Petőfi híd, budai hídfő",7:49:00,1,19842.870460745202
494,19.025186,47.507232,Széll Kálmán tér M,7:11:00,39,1957.0063010737294
495,19.027323,47.508483,Széna tér,7:12:00,38,1945.1758708650532
496,19.032114,47.510939,Mechwart liget,7:13:00,37,1919.4455806192589
497,19.038897,47.514546,"Margit híd, budai hídfő H",7:16:00,34,1851.7133534841291
498,19.044327,47.514439,Margitsziget / Margit híd,7:17:00,33,1901.6869461684246
499,19.048841,47.512847,Jászai Mari tér,7:19:00,31,2005.3507130721139
500,19.056659,47.509896,Nyugati pályaudvar M,7:21:00,29,2199.4787154549113
501,19.062871,47.505561,Oktogon M,7:23:00,27,2491.3572180207548
502,19.066202,47.502781,Király utca / Erzsébet körút,7:24:00,26,2701.221274644985
503,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:25:00,25,2949.253383252755
504,19.070672,47.496224,Blaha Lujza tér M,7:27:00,23,3337.3084876764874
505,19.071016,47.492383,Rákóczi tér M,7:28:00,22,3905.118305708087
506,19.070589,47.489559,Harminckettesek tere,7:30:00,20,4490.765725974539
507,19.070057,47.486186,Corvin-negyed M,7:32:00,18,5453.418447235864
508,19.068463,47.482184,Mester utca / Ferenc körút,7:33:00,17,7457.163565578666
509,19.066075,47.480125,Boráros tér H,7:34:00,16,9771.97654234749
510,19.058963,47.476672,"Petőfi híd, budai hídfő",7:36:00,14,20869.00828653729
511,19.053457,47.476025,Budafoki út / Karinthy Frigyes út,7:38:00,12,14853.287243641678
512,19.048349,47.477499,Móricz Zsigmond körtér M,7:40:00,10,8868.936992058498
513,19.025186,47.507232,Széll Kálmán tér M,7:13:00,37,1957.0063010737294
514,19.027323,47.508483,Széna tér,7:14:00,36,1945.1758708650532
515,19.032114,47.510939,Mechwart liget,7:15:00,35,1919.4455806192589
516,19.038897,47.514546,"Margit híd, budai hídfő H",7:18:00,32,1851.7133534841291
517,19.044327,47.514439,Margitsziget / Margit híd,7:19:00,31,1901.6869461684246
518,19.048841,47.512847,Jászai Mari tér,7:21:00,29,2005.3507130721139
519,19.056659,47.509896,Nyugati pályaudvar M,7:23:00,27,2199.4787154549113
520,19.062871,47.505561,Oktogon M,7:25:00,25,2491.3572180207548
521,19.066202,47.502781,Király utca / Erzsébet körút,7:26:00,24,2701.221274644985
522,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:27:00,23,2949.253383252755
523,19.070672,47.496224,Blaha Lujza tér M,7:29:00,21,3337.3084876764874
524,19.071016,47.492383,Rákóczi tér M,7:30:00,20,3905.118305708087
525,19.070589,47.489559,Harminckettesek tere,7:32:00,18,4490.765725974539
526,19.070057,47.486186,Corvin-negyed M,7:34:00,16,5453.418447235864
527,19.068463,47.482184,Mester utca / Ferenc körút,7:35:00,15,7457.163565578666
528,19.066075,47.480125,Boráros tér H,7:36:00,14,9771.97654234749
529,19.058963,47.476672,"Petőfi híd, budai hídfő",7:38:00,12,20869.00828653729
530,19.052807,47.473677,Budafoki út / Szerémi sor,7:40:00,10,16373.772002335243
531,19.046863,47.474045,Újbuda-központ M,7:42:00,8,9047.493097118766
532,19.025186,47.507232,Széll Kálmán tér M,7:15:00,35,1957.0063010737294
533,19.027323,47.508483,Széna tér,7:16:00,34,1945.1758708650532
534,19.032114,47.510939,Mechwart liget,7:17:00,33,1919.4455806192589
535,19.038897,47.514546,"Margit híd, budai hídfő H",7:20:00,30,1851.7133534841291
536,19.044327,47.514439,Margitsziget / Margit híd,7:21:00,29,1901.6869461684246
537,19.048841,47.512847,Jászai Mari tér,7:23:00,27,2005.3507130721139
538,19.056659,47.509896,Nyugati pályaudvar M,7:25:00,25,2199.4787154549113
539,19.062871,47.505561,Oktogon M,7:27:00,23,2491.3572180207548
540,19.066202,47.502781,Király utca / Erzsébet körút,7:28:00,22,2701.221274644985
541,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:29:00,21,2949.253383252755
542,19.070672,47.496224,Blaha Lujza tér M,7:31:00,19,3337.3084876764874
543,19.071016,47.492383,Rákóczi tér M,7:32:00,18,3905.118305708087
544,19.070589,47.489559,Harminckettesek tere,7:34:00,16,4490.765725974539
545,19.070057,47.486186,Corvin-negyed M,7:36:00,14,5453.418447235864
546,19.068463,47.482184,Mester utca / Ferenc körút,7:37:00,13,7457.163565578666
547,19.066075,47.480125,Boráros tér H,7:38:00,12,9771.97654234749
548,19.058963,47.476672,"Petőfi híd, budai hídfő",7:40:00,10,20869.00828653729
549,19.053457,47.476025,Budafoki út / Karinthy Frigyes út,7:42:00,8,14853.287243641678
550,19.048349,47.477499,Móricz Zsigmond körtér M,7:44:00,6,8868.936992058498
551,19.025186,47.507232,Széll Kálmán tér M,7:17:00,33,1957.0063010737294
552,19.027323,47.508483,Széna tér,7:18:00,32,1945.1758708650532
553,19.032114,47.510939,Mechwart liget,7:19:00,31,1919.4455806192589
554,19.038897,47.514546,"Margit híd, budai hídfő H",7:22:00,28,1851.7133534841291
555,19.044327,47.514439,Margitsziget / Margit híd,7:23:00,27,1901.6869461684246
556,19.048841,47.512847,Jászai Mari tér,7:25:00,25,2005.3507130721139
557,19.056659,47.509896,Nyugati pályaudvar M,7:27:00,23,2199.4787154549113
558,19.062871,47.505561,Oktogon M,7:29:00,21,2491.3572180207548
559,19.066202,47.502781,Király utca / Erzsébet körút,7:30:00,20,2701.221274644985
560,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:31:00,19,2949.253383252755
561,19.070672,47.496224,Blaha Lujza tér M,7:33:00,17,3337.3084876764874
562,19.071016,47.492383,Rákóczi tér M,7:34:00,16,3905.118305708087
563,19.070589,47.489559,Harminckettesek tere,7:36:00,14,4490.765725974539
564,19.070057,47.486186,Corvin-negyed M,7:38:00,12,5453.418447235864
565,19.068463,47.482184,Mester utca / Ferenc körút,7:39:00,11,7457.163565578666
566,19.066075,47.480125,Boráros tér H,7:40:00,10,9771.97654234749
567,19.058963,47.476672,"Petőfi híd, budai hídfő",7:42:00,8,20869.00828653729
568,19.052807,47.473677,Budafoki út / Szerémi sor,7:44:00,6,16373.772002335243
569,19.046863,47.474045,Újbuda-központ M,7:46:00,4,9047.493097118766
570,19.025186,47.507232,Széll Kálmán tér M,7:19:00,31,1957.0063010737294
571,19.027323,47.508483,Széna tér,7:20:00,30,1945.1758708650532
572,19.032114,47.510939,Mechwart liget,7:21:00,29,1919.4455806192589
573,19.038897,47.514546,"Margit híd, budai hídfő H",7:24:00,26,1851.7133534841291
574,19.044327,47.514439,Margitsziget / Margit híd,7:25:00,25,1901.6869461684246
575,19.048841,47.512847,Jászai Mari tér,7:27:00,23,2005.3507130721139
576,19.056659,47.509896,Nyugati pályaudvar M,7:29:00,21,2199.4787154549113
577,19.062871,47.505561,Oktogon M,7:31:00,19,2491.3572180207548
578,19.066202,47.502781,Király utca / Erzsébet körút,7:32:00,18,2701.221274644985
579,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:33:00,17,2949.253383252755
580,19.070672,47.496224,Blaha Lujza tér M,7:35:00,15,3337.3084876764874
581,19.071016,47.492383,Rákóczi tér M,7:36:00,14,3905.118305708087
582,19.070589,47.489559,Harminckettesek tere,7:38:00,12,4490.765725974539
583,19.070057,47.486186,Corvin-negyed M,7:40:00,10,5453.418447235864
584,19.068463,47.482184,Mester utca / Ferenc körút,7:41:00,9,7457.163565578666
585,19.066075,47.480125,Boráros tér H,7:42:00,8,9771.97654234749
586,19.058963,47.476672,"Petőfi híd, budai hídfő",7:44:00,6,20869.00828653729
587,19.053457,47.476025,Budafoki út / Karinthy Frigyes út,7:46:00,4,14853.287243641678
588,19.048349,47.477499,Móricz Zsigmond körtér M,7:48:00,2,8868.936992058498
589,19.025186,47.507232,Széll Kálmán tér M,7:21:00,29,1957.0063010737294
590,19.027323,47.508483,Széna tér,7:22:00,28,1945.1758708650532
591,19.032114,47.510939,Mechwart liget,7:23:00,27,1919.4455806192589
592,19.038897,47.514546,"Margit híd, budai hídfő H",7:26:00,24,1851.7133534841291
593,19.044327,47.514439,Margitsziget / Margit híd,7:27:00,23,1901.6869461684246
594,19.048841,47.512847,Jászai Mari tér,7:29:00,21,2005.3507130721139
595,19.056659,47.509896,Nyugati pályaudvar M,7:31:00,19,2199.4787154549113
596,19.062871,47.505561,Oktogon M,7:33:00,17,2491.3572180207548
597,19.066202,47.502781,Király utca / Erzsébet körút,7:34:00,16,2701.221274644985
598,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:35:00,15,2949.253383252755
599,19.070672,47.496224,Blaha Lujza tér M,7:37:00,13,3337.3084876764874
600,19.071016,47.492383,Rákóczi tér M,7:38:00,12,3905.118305708087
601,19.070589,47.489559,Harminckettesek tere,7:40:00,10,4490.765725974539
602,19.070057,47.486186,Corvin-negyed M,7:42:00,8,5453.418447235864
603,19.068463,47.482184,Mester utca / Ferenc körút,7:43:00,7,7457.163565578666
604,19.066075,47.480125,Boráros tér H,7:44:00,6,9771.97654234749
605,19.058963,47.476672,"Petőfi híd, budai hídfő",7:46:00,4,20869.00828653729
606,19.052807,47.473677,Budafoki út / Szerémi sor,7:48:00,2,16373.772002335243
607,19.046863,47.474045,Újbuda-központ M,7:50:00,0,9047.493097118766
608,19.025186,47.507232,Széll Kálmán tér M,7:23:00,27,1957.0063010737294
609,19.027323,47.508483,Széna tér,7:24:00,26,1945.1758708650532
610,19.032114,47.510939,Mechwart liget,7:25:00,25,1919.4455806192589
611,19.038897,47.514546,"Margit híd, budai hídfő H",7:28:00,22,1851.7133534841291
612,19.044327,47.514439,Margitsziget / Margit híd,7:29:00,21,1901.6869461684246
613,19.048841,47.512847,Jászai Mari tér,7:31:00,19,2005.3507130721139
614,19.056659,47.509896,Nyugati pályaudvar M,7:33:00,17,2199.4787154549113
615,19.062871,47.505561,Oktogon M,7:35:00,15,2491.3572180207548
616,19.066202,47.502781,Király utca / Erzsébet körút,7:36:00,14,2701.221274644985
617,19.06916,47.49983,Wesselényi utca / Erzsébet körút,7:37:00,13,2949.253383252755
618,19.070672,47.496224,Blaha Lujza tér M,7:39:00,11,3337.3084876764874
619,19.071016,47.492383,Rákóczi tér M,7:40:00,10,3905.118305708087
620,19.070589,47.489559,Harminckettesek tere,7:42:00,8,4490.765725974539
621,19.070057,47.486186,Corvin-negyed M,7:44:00,6,5453.418447235864
622,19.068463,47.482184,Mester utca / Ferenc körút,7:45:00,5,7457.163565578666
623,19.066075,47.480125,Boráros tér H,7:46:00,4,9771.97654234749
624,19.058963,47.476672,"Petőfi híd, budai hídfő",7:48:00,2,20869.00828653729
625,19.053457,47.476025,Budafoki út / Karinthy Frigyes út,7:50:00,0,14853.287243641678
627,19.062994,47.469854,Infopark (Pázmány Péter sétány),7:18:00,32,22820.53482838619
628,19.063671,47.471473,Magyar tudósok körútja,7:19:00,31,29174.0050263075
629,19.063592,47.47373,Egyetemváros - A38 hajóállomás,7:19:00,31,31907.890827112013
630,19.058923,47.476798,"Petőfi híd, budai hídfő",7:21:00,29,20203.89094135645
631,19.052847,47.473875,Budafoki út / Szerémi sor,7:23:00,27,16338.01053232304
632,19.04705,47.474163,Újbuda-központ M,7:25:00,25,9157.790109985233
633,19.039382,47.47499,Kosztolányi Dezső tér,7:27:00,23,5759.027053443733
634,19.033466,47.471473,Karolina út,7:29:00,21,4517.788429705072
635,19.033839,47.468064,Szent Imre Kórház,7:30:00,20,4438.203315369837
636,19.033866,47.466328,Tétényi út 30.,7:31:00,19,4319.24214886718
637,19.033561,47.464205,Bikás park M,7:31:00,19,4098.778903372047
638,19.033388,47.46038,Puskás Tivadar utca,7:33:00,17,3720.563543216275
639,19.033324,47.458278,Bornemissza tér,7:34:00,16,3513.9964663791725
640,19.029134,47.457108,Pajkos utca,7:35:00,15,3116.7656252397996
641,19.024042,47.455281,Hajtány sor,7:37:00,13,2716.1832648643895
642,19.021537,47.45332,Gépész utca,7:39:00,11,2505.4333987430236
643,19.019589,47.45028,Torma utca,7:40:00,10,2299.7357274567266
644,19.01642,47.450899,Bolygó utca,7:41:00,9,2217.722679596588
645,19.018844,47.454965,Őrmezei út,7:44:00,6,2462.6598068378057
646,19.02001,47.456657,Igmándi utca,7:45:00,5,2584.362292231788
647,19.017379,47.460251,Menyecske utca,7:46:00,4,2588.633042717213
648,19.016317,47.46205,Kérő utca,7:47:00,3,2588.4341447685133
662,18.992542,47.473322,Gazdagréti tér,6:46:00,64,1784.332290190233
663,18.994813,47.470121,Tűzkő utca,6:47:00,63,1843.0419239532243
664,18.996605,47.468845,Szent Angyalok-templom,6:47:00,63,1890.5285886858971
665,18.998609,47.467757,Torbágy utca,6:48:00,62,1946.1488413541365
666,19.000905,47.466526,Törökugrató utca,6:49:00,61,2011.8984853656464
667,19.003718,47.465007,Regős utca,6:50:00,60,2094.7844097967495
668,19.005126,47.462741,Gazdagréti út,6:51:00,59,2116.7474186637246
669,19.008853,47.46223,Jégvirág utca,6:52:00,58,2250.1126598150713
670,19.015035,47.460172,Neszmélyi út,6:53:00,57,2471.6129975686595
671,19.01936,47.458266,Zelk Zoltán út / Neszmélyi út,6:54:00,56,2617.773741789486
672,19.018933,47.461423,Zelk Zoltán út (Menyecske utca),6:55:00,55,2711.2182049326707
673,19.018308,47.464436,Kelenföld vasútállomás M,6:57:00,53,2766.4462750268895
674,19.016251,47.466648,Sasadi út,6:58:00,52,2692.3585591748756
675,19.015866,47.461924,Kérő utca,7:01:00,49,2561.607089394845
676,19.017273,47.459766,Menyecske utca,7:02:00,48,2567.310592898657
677,19.019772,47.456585,Igmándi utca,7:03:00,47,2570.0896041213214
678,19.018553,47.454767,Őrmezei út,7:05:00,45,2442.5561236569097
679,19.017984,47.451619,Alabástrom utca,7:07:00,43,2297.627673848326
680,19.019682,47.45037,Torma utca,7:08:00,42,2306.610844002434
681,19.02073,47.449183,Kecskeméti József utca,7:09:00,41,2291.742606123862
682,19.022625,47.451036,Duránci utca,7:10:00,40,2441.547517300052
683,19.023234,47.452988,Gépész utca,7:11:00,39,2561.1323297239323
684,19.02444,47.455362,Hajtány sor,7:13:00,37,2740.4519500622023
685,19.030513,47.456821,Pajkos utca,7:14:00,36,3185.2924537805147
686,19.033537,47.457127,Andor utca / Tétényi út,7:16:00,34,3421.500230985801
687,19.033576,47.458413,Bornemissza tér,7:17:00,33,3547.2299681168956
688,19.033642,47.460437,Puskás Tivadar utca,7:18:00,32,3750.309862113112
689,19.033826,47.464277,Bikás park M,7:19:00,31,4138.893696398121
690,19.034157,47.466355,Tétényi út 30.,7:20:00,30,4364.131555999623
691,19.033719,47.469422,Szent Imre Kórház,7:21:00,29,4492.953512309838
692,19.035389,47.473371,Karolina út,7:23:00,27,4881.234619928683
693,19.042062,47.474864,Kosztolányi Dezső tér,7:25:00,25,6603.607377569685
694,19.047395,47.473785,Újbuda-központ M,7:27:00,23,9455.83132034854
695,19.053178,47.473623,Budafoki út / Szerémi sor,7:29:00,21,17263.2574699495
696,19.059268,47.476573,"Petőfi híd, budai hídfő",7:30:00,20,21596.93309070102
697,19.063539,47.47329,Egyetemváros - A38 hajóállomás,7:31:00,19,33966.428137443174
698,19.063857,47.472183,Magyar tudósok körútja,7:31:00,19,30759.605515834854
699,19.062994,47.469854,Infopark (Pázmány Péter sétány),7:32:00,18,22820.53482838619
700,19.062994,47.469854,Infopark (Pázmány Péter sétány),7:39:00,11,22820.53482838619
701,19.063671,47.471473,Magyar tudósok körútja,7:40:00,10,29174.0050263075
702,19.063592,47.47373,Egyetemváros - A38 hajóállomás,7:40:00,10,31907.890827112013
703,19.058923,47.476798,"Petőfi híd, budai hídfő",7:42:00,8,20203.89094135645
704,19.052847,47.473875,Budafoki út / Szerémi sor,7:44:00,6,16338.01053232304
705,19.04705,47.474163,Újbuda-központ M,7:46:00,4,9157.790109985233
706,19.039382,47.47499,Kosztolányi Dezső tér,7:48:00,2,5759.027053443733
707,19.033466,47.471473,Karolina út,7:50:00,0,4517.788429705072
735,18.992542,47.473322,Gazdagréti tér,6:56:00,54,1784.332290190233
736,18.994813,47.470121,Tűzkő utca,6:57:00,53,1843.0419239532243
737,18.996605,47.468845,Szent Angyalok-templom,6:57:00,53,1890.5285886858971
738,18.998609,47.467757,Torbágy utca,6:58:00,52,1946.1488413541365
739,19.000905,47.466526,Törökugrató utca,6:59:00,51,2011.8984853656464
740,19.003718,47.465007,Regős utca,7:00:00,50,2094.7844097967495
741,19.005126,47.462741,Gazdagréti út,7:01:00,49,2116.7474186637246
742,19.008853,47.46223,Jégvirág utca,7:02:00,48,2250.1126598150713
743,19.015035,47.460172,Neszmélyi út,7:03:00,47,2471.6129975686595
744,19.01936,47.458266,Zelk Zoltán út / Neszmélyi út,7:04:00,46,2617.773741789486
745,19.018933,47.461423,Zelk Zoltán út (Menyecske utca),7:05:00,45,2711.2182049326707
746,19.018308,47.464436,Kelenföld vasútállomás M,7:07:00,43,2766.4462750268895
747,19.020056,47.470427,Dayka Gábor utca,7:09:00,41,2999.9804505653265
748,19.025042,47.47434,Ajnácskő utca,7:11:00,39,3433.7449647246167
749,19.02983,47.47534,Hollókő utca,7:12:00,38,3956.1401958778733
750,19.035932,47.476285,Vincellér utca,7:13:00,37,4885.979774238525
751,19.042062,47.474864,Kosztolányi Dezső tér,7:15:00,35,6603.607377569685
752,19.047395,47.473785,Újbuda-központ M,7:17:00,33,9455.83132034854
753,19.053178,47.473623,Budafoki út / Szerémi sor,7:19:00,31,17263.2574699495
754,19.059268,47.476573,"Petőfi híd, budai hídfő",7:22:00,28,21596.93309070102
755,19.063539,47.47329,Egyetemváros - A38 hajóállomás,7:23:00,27,33966.428137443174
756,19.063857,47.472183,Magyar tudósok körútja,7:23:00,27,30759.605515834854
757,19.064333,47.469242,Infopark (Pázmány Péter sétány),7:24:00,26,17712.783596990106
758,19.05794,47.46855,BudaPart,7:26:00,24,18098.772139342007
759,19.05794,47.46855,BudaPart,7:26:00,24,18098.772139342007
760,19.053311,47.469765,Budafoki út / Dombóvári út,7:27:00,23,14836.23975526409
761,19.052568,47.472823,Budafoki út / Szerémi sor,7:29:00,21,16085.338271144716
762,19.04705,47.474163,Újbuda-központ M,7:31:00,19,9157.790109985233
763,19.039952,47.475665,Kosztolányi Dezső tér,7:34:00,16,5866.668733907426
764,19.03572,47.476663,Vincellér utca,7:35:00,15,4821.912935907272
765,19.030401,47.475655,Hollókő utca,7:37:00,13,4022.9352881713626
766,19.024776,47.474475,Ajnácskő utca,7:38:00,12,3406.7011173732094
767,19.019684,47.470616,Dayka Gábor utca,7:39:00,11,2974.2744630437196
768,19.016596,47.467215,Sasadi út,7:41:00,9,2722.908019217921
769,19.018494,47.464634,Kelenföld vasútállomás M,7:45:00,5,2783.1149063546322
770,19.018907,47.461046,Zelk Zoltán út (Menyecske utca),7:46:00,4,2696.8016371813314
771,19.018802,47.45859,Zelk Zoltán út / Neszmélyi út,7:47:00,3,2602.197184615313
772,19.013881,47.460801,Neszmélyi út,7:47:00,3,2435.258388807109
773,19.011477,47.464794,Nagyszeben út,7:49:00,1,2409.11377787994
774,19.005922,47.46275,Gazdagréti út,7:50:00,0,2145.8354011748816
781,18.992542,47.473322,Gazdagréti tér,7:16:00,34,1784.332290190233
782,18.994813,47.470121,Tűzkő utca,7:17:00,33,1843.0419239532243
783,18.996605,47.468845,Szent Angyalok-templom,7:17:00,33,1890.5285886858971
784,18.998609,47.467757,Torbágy utca,7:18:00,32,1946.1488413541365
785,19.000905,47.466526,Törökugrató utca,7:19:00,31,2011.8984853656464
786,19.003718,47.465007,Regős utca,7:20:00,30,2094.7844097967495
787,19.005126,47.462741,Gazdagréti út,7:21:00,29,2116.7474186637246
788,19.008853,47.46223,Jégvirág utca,7:22:00,28,2250.1126598150713
789,19.015035,47.460172,Neszmélyi út,7:23:00,27,2471.6129975686595
790,19.01936,47.458266,Zelk Zoltán út / Neszmélyi út,7:24:00,26,2617.773741789486
791,19.018933,47.461423,Zelk Zoltán út (Menyecske utca),7:25:00,25,2711.2182049326707
792,19.018308,47.464436,Kelenföld vasútállomás M,7:27:00,23,2766.4462750268895
793,19.020056,47.470427,Dayka Gábor utca,7:30:00,20,2999.9804505653265
794,19.025042,47.47434,Ajnácskő utca,7:32:00,18,3433.7449647246167
795,19.02983,47.47534,Hollókő utca,7:33:00,17,3956.1401958778733
796,19.035932,47.476285,Vincellér utca,7:35:00,15,4885.979774238525
797,19.042062,47.474864,Kosztolányi Dezső tér,7:37:00,13,6603.607377569685
798,19.047395,47.473785,Újbuda-központ M,7:39:00,11,9455.83132034854
799,19.053178,47.473623,Budafoki út / Szerémi sor,7:41:00,9,17263.2574699495
800,19.059268,47.476573,"Petőfi híd, budai hídfő",7:43:00,7,21596.93309070102
801,19.063539,47.47329,Egyetemváros - A38 hajóállomás,7:44:00,6,33966.428137443174
802,19.063857,47.472183,Magyar tudósok körútja,7:44:00,6,30759.605515834854
803,19.064333,47.469242,Infopark (Pázmány Péter sétány),7:45:00,5,17712.783596990106
804,19.05794,47.46855,BudaPart,7:47:00,3,18098.772139342007
805,19.05794,47.46855,BudaPart,7:47:00,3,18098.772139342007
806,19.053311,47.469765,Budafoki út / Dombóvári út,7:48:00,2,14836.23975526409
807,19.052568,47.472823,Budafoki út / Szerémi sor,7:50:00,0,16085.338271144716
827,19.142015,47.547013,"Újpalota, Nyírpalota út",6:44:00,66,881.5154185152217
828,19.139873,47.545153,Vásárcsarnok,6:46:00,64,904.5341808772657
829,19.139162,47.540945,Fő tér,6:47:00,63,942.4263905056515
830,19.130251,47.533558,Molnár Viktor utca,6:50:00,60,1058.9395381895088
831,19.12028,47.525992,Miskolci utca / Csömöri út,6:52:00,58,1218.7998461202217
832,19.112319,47.519782,Bosnyák tér,6:54:00,56,1388.889309491971
833,19.107097,47.516394,Tisza István tér,6:56:00,54,1513.1469903344903
834,19.099153,47.51172,Zugló vasútállomás,6:58:00,52,1735.7810920167938
835,19.089298,47.504241,Reiner Frigyes park,7:01:00,49,2199.277941679857
836,19.081265,47.500412,Keleti pályaudvar M,7:04:00,46,2626.194725336178
837,19.071508,47.497519,Blaha Lujza tér M,7:07:00,43,3156.159291692595
838,19.064965,47.49564,Uránia,7:09:00,41,3543.4800121225944
839,19.060718,47.494606,Astoria M,7:10:00,40,3750.1926736804185
840,19.054534,47.492907,Ferenciek tere M,7:12:00,38,3999.430134387951
841,19.051747,47.491881,Március 15. tér,7:12:00,38,4111.485758458351
842,19.053776,47.482896,Szent Gellért tér - Műegyetem M,7:19:00,31,7472.898012532763
843,19.053383,47.476872,Budafoki út / Karinthy Frigyes út,7:21:00,29,13460.45856118
844,19.052621,47.474361,Budafoki út / Szerémi sor,7:23:00,27,15500.392061538862
845,19.052979,47.468595,Budafoki út / Dombóvári út,7:25:00,25,12762.929039398605
846,19.052793,47.464485,Kelenföldi Erőmű,7:26:00,24,8430.40164609265
847,19.052095,47.459233,Hengermalom út,7:29:00,21,5583.916661489908
848,19.046334,47.448017,Építész utca,7:32:00,18,3082.4971680823314
849,19.036857,47.433121,Leányka utcai lakótelep,7:36:00,14,1912.4723437956568
850,19.037574,47.429065,Savoyai Jenő tér,7:37:00,13,1762.57068294949
851,19.038303,47.426493,Városház tér,7:38:00,12,1679.7911929614638
852,19.032622,47.41238,Háros vasútállomás,7:41:00,9,1291.4968352031633
853,19.025944,47.41147,Háros utca,7:42:00,8,1245.6315714557406
854,19.020207,47.410129,Jókai Mór utca,7:44:00,6,1196.339871123217
855,19.015956,47.408167,Lépcsős utca,7:45:00,5,1146.4976560192026
856,19.012155,47.404901,Budatétény vasútállomás (Növény utca),7:46:00,4,1084.7800006127934
857,19.003827,47.399546,Dózsa György út,7:48:00,2,988.7086296531563
858,18.998781,47.397404,Tenkes utca,7:49:00,1,948.4636868330599
859,18.993723,47.395225,Bartók Béla út,7:50:00,0,910.5433263238546
866,19.142015,47.547013,"Újpalota, Nyírpalota út",6:50:00,60,881.5154185152217
867,19.139873,47.545153,Vásárcsarnok,6:52:00,58,904.5341808772657
868,19.139162,47.540945,Fő tér,6:53:00,57,942.4263905056515
869,19.130251,47.533558,Molnár Viktor utca,6:56:00,54,1058.9395381895088
870,19.12028,47.525992,Miskolci utca / Csömöri út,6:59:00,51,1218.7998461202217
871,19.112319,47.519782,Bosnyák tér,7:03:00,47,1388.889309491971
872,19.107097,47.516394,Tisza István tér,7:05:00,45,1513.1469903344903
873,19.099153,47.51172,Zugló vasútállomás,7:07:00,43,1735.7810920167938
